explain the difference between the terms genocide and ethnic cleansing. give one example of each throughout world history.  |0|i don't know the difference.|
explain the difference between the terms genocide and ethnic cleansing. give one example of each throughout world history.  |0|the difference between ethnic cleansing and genocide is|
explain the difference between the terms genocide and ethnic cleansing. give one example of each throughout world history.  |0|i don't know.|
explain the difference between the terms genocide and ethnic cleansing. give one example of each throughout world history.  |0|i have no clue what this means.|
explain the difference between the terms genocide and ethnic cleansing. give one example of each throughout world history.  |0|don't know|
explain the difference between the terms genocide and ethnic cleansing. give one example of each throughout world history.  |0|i don't know what this stuff is|
explain the difference between the terms genocide and ethnic cleansing. give one example of each throughout world history.  |0|i do not know what the difference is between genocide and ethnic cleansing. i don't even know what genocide is...|
explain the difference between the terms genocide and ethnic cleansing. give one example of each throughout world history.  |0|the difference between genocide and ethnic cleansing is that one uses genes and the other uses the ethnicity. an example of this in history is that when a bad habit in cows were to fight they were eaten and the more "chill" cows survived, this is genocide cleansing. ethnic cleansing is when a civilization gives a sacrifice to a god and they kill the bad people, this is ethnic cleansing.|
explain the difference between the terms genocide and ethnic cleansing. give one example of each throughout world history.  |0|the difference between genocide  and ethnic cleansing is genocide cleansing is when many people are whipped out at once from a specific area while ethnic cleansing is getting rid of one group of people. an example of genocide cleansing is the atomic bomb being dropped on hiroshima. an example of ethnic cleansing is what germany tried to do by getting rid of all the jews.|
explain the difference between the terms genocide and ethnic cleansing. give one example of each throughout world history.  |0|the difference between genocide and ethnic cleanings is that to genocide clean you have to take two cleansed people and have them cleanse the child. to ethnic clean you have to change yourself inside yourself. for example in world war to and in the cold war.|
explain the difference between the terms genocide and ethnic cleansing. give one example of each throughout world history.  |0.5|genocide is when you kill an entire people, like hitler tried to do with the jews. ethnic cleansing is when you try to get people to switch their religion, like in other parts of europe where you weren't allowed to be jewish.|
explain the difference between the terms genocide and ethnic cleansing. give one example of each throughout world history.  |0.25|genocide cleansing occurs when attempting to erase a certain gene. ethnic cleansing is trying to erase an ethnicity, culture, etc. an example of ethnic cleansing would be ww2, when adolf hitler tried to rid of any one who was not white, blue eyed, blonde haired, and christian.|
explain the difference between the terms genocide and ethnic cleansing. give one example of each throughout world history.  |0.5|the difference between genocide and ethnic cleansing is that genocide is the killing of an ethnic group based on their beliefs. while ethnic cleansing is the changing of an ethnic groups ideology to conform to tradition more closely. an example of genocide is when in world war ii the nazis killed off many off the jews. an example of ethnic cleansing is when......idk|
explain the difference between the terms genocide and ethnic cleansing. give one example of each throughout world history.  |0.25|my guess is ethnic cleansing means the cleansing of a race or religion of an area. whereas genocide is perhaps the isolation of a race or religion?|
explain the difference between the terms genocide and ethnic cleansing. give one example of each throughout world history.  |0.25|ethnic cleansing is when a group tries to murder people who are not the same as them like the nazis  in world war 2, but genocide is normal is targeted at any type of people like bombings.|
explain the difference between the terms genocide and ethnic cleansing. give one example of each throughout world history.  |0|ethnic cleansing is making someone believe in the right thing.  an example of ethnic cleansing throughout world history is when people started to believe in "an eye for an eye". i honestly don't have any idea what genocide is or when it was used in world history.|
explain the difference between the terms genocide and ethnic cleansing. give one example of each throughout world history.  |0|genocide cleansing is when you get clean of your origin and ethnic cleansing is when you get cleaned of your ethnicity.|
explain the difference between the terms genocide and ethnic cleansing. give one example of each throughout world history.  |0|genocide is taking people out of a community while ethnic cleansing is cleaning up the community.|
explain the difference between the terms genocide and ethnic cleansing. give one example of each throughout world history.  |0|genocide was ok|
explain the difference between the terms genocide and ethnic cleansing. give one example of each throughout world history.  |0|i dont know|
explain the difference between the terms genocide and ethnic cleansing. give one example of each throughout world history.  |0|genocide is killing people from other races. ethnic cleansing is making sure that people from other races are comfortable. one example of genocide is hitler and germany killing off the jews.|
explain the difference between the terms genocide and ethnic cleansing. give one example of each throughout world history.  |0.5|genocide is the act of exterminating an entire race. one such example of this would be what hitler attempted to do to the jews. ethnic cleansing is the act of remove a certain ethnicity from an area.|
explain the difference between the terms genocide and ethnic cleansing. give one example of each throughout world history.  |0.5|genocide is a large-scale extermination of people based on their race, or religion. (hitler's anti jew campaign) ethnic cleansing is a removal of a certain race or religion without resorting to violence. (us' indian reservations)|
explain the difference between the terms genocide and ethnic cleansing. give one example of each throughout world history.  |0.5|genocide is the killing of a massive amount of people, an example is in the late 1980's early 1990's in somalia militias were at war to try to control the country in the process killing thousands of innocent  people destroying waterways seizing ports for food and killing anyone in their path. ethnic cleansing is i believe where they take an entire or a major group of people out like nazi germany or the begging and slave stages of america where they took a lot of people from africa.|
explain the difference between the terms genocide and ethnic cleansing. give one example of each throughout world history.  |0|genocide cleansing is the separation of jobs based on gender. an example of that is in early american culture, the men would work on farms or have a job, while a woman had to stay home and clean. ethnic cleansing is the separation of people based on their race. an example of this would be the segregation of african americans and white americans.|
explain the difference between the terms genocide and ethnic cleansing. give one example of each throughout world history.  |0.25|well, i haven't learned this yet, but genocide is when you kill a bunch of people, and ethnic cleansing is when you kill a bunch of people because of their race. i'm not sure that "jewish" is really a race, but if it is then perhaps hitler committed ethnic cleansing. genocide... not so sure.|
explain the difference between the terms genocide and ethnic cleansing. give one example of each throughout world history.  |0|genocide had something to do with a specific person while ethnic had to do with a whole group of people. (i don't have a clue about either of these things, but i figured i'd guess anyway.)|
explain the difference between the terms genocide and ethnic cleansing. give one example of each throughout world history.  |0.5|genocide is the mass killings of a race of people. ethnic cleansing is the killings of a culture. one example of genocide is the holocaust.|
explain the difference between the terms genocide and ethnic cleansing. give one example of each throughout world history.  |0|i believe the difference in genocide and ethnic cleansing is that ethnic cleansing is more geared to removing a certain type of people like from a certain religion or from a different part of the world and genocide isn't geared to a certain type of people at all they just want to get rid of all of the people no matter what their race is or what they believe in.|
explain the difference between the terms genocide and ethnic cleansing. give one example of each throughout world history.  |0|genocide is when there is constant bombing in wars. ethnic cleansing is when two countries are fighting in a war and both sides give up and stop the war.|
explain the difference between the terms genocide and ethnic cleansing. give one example of each throughout world history.  |0|genocide means to kill all of something for a bad reason.hitler creating genocide on the jewish people.ethnic cleansing means to kill select numbers for a good reason.a supposed terrorist group in a country.|
explain the difference between the terms genocide and ethnic cleansing. give one example of each throughout world history.  |0|genocide is not ethnic cleansing and ethnic cleansing is not genocide.|
